ACNO|BARCODE|CALLNO1|CALLNO2|CALLNO3|TITLE|STATUS|PUBER|AUTHOR_NAME|GMD|PM|BOOK_LAN|SUBJECT
11282| | 500| | MUN| What If?| A| | Randall Munroe| B| am| eng| 
10777| | 500| | MUN| What If ? : Serious Scientific Answers to Absurd Hypothetical Questions| A| John Murray| Randall Munroe| B| am| eng| I. S.
11652| | 500| | MUN| What if? : serious scientific answers to absurd hypothetical questions| A| Carmelite House| Mun| B| am| eng| 
10338| | 500| | MUR| Poo ! What Is That Smell ?| A| Macmillan Children' Books| Glenn Murphy| B| am| eng| I. S.
08903| | 500| | NYQ| The Oceans around Us| A| Foreign Language Teaching and Research Press| Kate Boehm Nyquist| B| am| eng| Geography
09441| | 500| | OKA| Philosophy of Science - A Very Short Introduction| B| OUP| Samir Okasha| B| am| eng| I. S.
08941| | 500| | SAR| Science at the Mall| A| Foreign Language Teaching and Research Press| Amy Sarver| B| am| eng| I. S.
08936| | 500| | SAR| Science at the Grocery| A| Foreign Language Teaching and Research Press| Amy Sarver| B| am| eng| I. S.
08939| | 500| | SAR| Science at the Airport| A| Foreign Language Teaching and Research Press| Amy Sarver| B| am| eng| I. S.
10721| | 500| | SCH| Ask a Science Teacher : 250 Answers to Questions You've Always Had about How Everyday Stuff Really Works| A| The Experiment| Larry Scheckel| B| am| eng| I. S.
11625| | 500| | SCH| Ask a science teacher | A| Scheckel, Larry| Larry Scheckel| B| am| eng| 
11451| | 500| | SCI| The Origin of (almost) Everything| A| | New Scientist| B| am| eng| 
08587| | 500| | SCI| The Science Book| A| Cassell| | B| am| eng| I. S.
11418| | 500| | SCI| The Origin of (almost) Everything| A| | New Scientist| B| am| eng| 
07337| | 500| | SET| Science Facts| A| Dorling Kindersley| Steve Setford| B| am| eng| I. S.
08901| | 500| | STE| Classification Clues| A| Foreign Language Teaching and Research Press| Catherine Stephens| B| am| eng| I. S.
08039| | 500| | SUP| Everyday Science Explained| A| National Geographic| Curt Suplee| B| am| eng| I. S.
E140034| | 500| | THI| 30-second theories| A| icon| Paul Parsons| E| am| eng| 
10614| | 500| | TRE| 101 Things You Don't Know about Science and No One Else Does Either| A| Mariner| James Trefil| B| am| eng| I. S.
04675| | 500| | USB| The Usborne Book of Science| A| Usborne| A. Kent, A. Ward, J. Chisholm, M. Johnson.........| B| am| eng| I. S.
07600| | 500| | WIL| Air, Light & Water| A| Random| Mary-Jane Wilkins| B| am| eng| Others
07888| | 500.03| | LON| Longman Glossary of Scientific & Technical Terms| A| Longman| 趙嘉文| R| am| eng| Others
09189| | 500.3| | DIC| A Dictionary of Science| A| OUP| | B| am| eng| I. S.
08729| | 500.5| | FAR| Earth & Space| A| Bardfield Press| John Fardon| B| am| eng| Astronomy
07338| | 500.5| | STO| Space Facts| A| Dorling Kindersley| Carole Stoot, Clint Twist| B| am| eng| Astronomy
08921| | 500.7| | JER| Science around the House| A| Foreign Language Teaching and Research Press| Kate Boehm Jerome, Vince Sipkovich| B| am| eng| I. S.
E140027| | 501| | DAV| The magic of reality| A| Black Swan| Richard Dawkins| E| am| eng| 
11170| | 502| | BEN| How to Speak Science| A| Virgin| Bruce Benamran| B| am| eng| I. S.
09152| | 503| | CRA| The Usborne Science Encyclopedia| A| Usborne| Annabel Craig , Cliff Rosney| B| am| eng| I. S.
05963| | 503| | LON| Longman English -Chinese Illustrated Dictionary of Botany| A| Longman| | B| am| eng| Others
05965| | 503| | LON| Longman English -Chinese Illustrated Dictionary of Science| A| Longman| | B| am| eng| I. S.
05964| | 503| | LON| Longman English -Chinese Illustrated Dictionary of Geology| A| Longman| | R| am| eng| Language
09097| | 507| | DIS| Super Sensational Science Fair Projects| A| Sterling| Michael A. Dispezio| B| am| eng| I. S.
09306| | 507.1| | WAL| Crime Science Investigations : Real-Life Science Labs for Grades 6-12| A| Jossey-Bass| Pam Walker, Elaine Wood| B| am| eng| I. S.
09308| | 507.1| | WAL| Crime Scene Investigation : Real-Life Science Activities for the Elementary Grades| A| John Wiley & Sons| Pam Walker, Elaine Wood| B| am| eng| I. S.
08003| | 508| | HUM| Nature's Power| A| Steck-Vaughn| Patricia K. Hummer| B| am| eng| I. S.
11517| | 508| | JAC| The Periodic Table Book:| A| D.K. Publishing| | B| am| eng| 
07339| | 508.07| | OHA| Nature Facts| A| Dorling Kindersley| Scarlett O'hara| B| am| eng| I. S.
09709| | 509| | OXL| The Top Ten Scientific Discovery That Changed the World| A| The Rosen| Chris Oxlade| B| am| eng| Others
C21359| | 510| | 2443| 數±學=(女x孩)秘密筆記. 統計篇| A| 世茂| 結城浩| B| am| chi| Mathematics
C12787| | 510| | 8007| 統計, 讓數字說話 !| A| 天下遠見| David S. Moore| B| am| chi| Mathematics
07236| | 510| | ADD| Additional Mathematics An Exploratory Approach   1| A| H. K. Educational| S. W. Li, W. H. Wong, C. M. Yeung| B| am| eng| Mathematics
07055| | 510| | ADD| Additional Mathematics for HKCEE   Book  1| A| Phoenix| K. S. Ng......................| B| am| eng| Mathematics
E140091| | 510| | AHA| Mathematics, Poetry And Beauty | A| World Scientific| Ron Aharoni| E| am| eng| Mathematics
07315| | 510| | APP| Applied Mathematics Series Vol. 5 - Solution Guide| B| C. K. W.| C. Tam, M. C. Choi, M. Pom| B| am| eng| Mathematics
07313| | 510| | APP| Applied Mathematics Series Vol. 3 - Numerical Methods Solution Guide| A| C. K. W.| C. Tam, M. C. Choi, M. Pom| B| am| eng| Mathematics
07314| | 510| | APP| Applied Mathematics Series Vol. 4 - Probability and Statistics| A| C. K. W.| C. Tam, M. C. Choi, M. Pom| B| am| eng| Mathematics
06552| | 510| | APP| Applied Mathematics Series   4 - Probability & Statistics| B| C. K. W.| C. Tam, M. C. Choi, M. Pom| B| am| eng| Mathematics
06550| | 510| | APP| Applied Mathematics Series   2 - Differential Equations| A| C. K. W.| C. Tam, M. C. Choi, M. Pom| B| am| eng| Mathematics
06551| | 510| | APP| Applied Mathematics Series   3 - Numerical Methods| A| C. K. W.| C. Tam, M. C. Choi, M. Pom| B| am| eng| Mathematics
06553| | 510| | APP| Applied Mathematics Series   5 - Mechanics  I| B| C. K. W.| C. Tam, M. C. Choi, M. Pom| B| am| eng| Mathematics
06549| | 510| | APP| Applied Mathematics Series   1 - Vectors| A| C. K. W.| C. Tam, M. C. Choi, M. Pom| B| am| eng| Mathematics
05442| | 510| | AU| Effective Revision Additional Mathematics| B| Educational| T. L. Au, Y. F. Leung| B| am| eng| Mathematics
03156| | 510| | BOS| Further Pure Mathematics| A| Stanley Thornes| L. Bostock, S. Chandler, C. Rourke| B| am| eng| Mathematics
06098| | 510| | CHA| Mathematics - Test Papers| A| Vision| C. C. Chan| B| am| eng| Mathematics
06099| | 510| | CHA| Mathematics - Marking Scheme| A| Vision| C. C. Chan| B| am| eng| Mathematics
07297| | 510| | CHA| Solution to Further Additional Mathematics    Vol.  1| A| Grand Global| W. K. Chan| B| am| eng| Mathematics
07322| | 510| | CHO| HKCEE Mathematics Revision| A| Educational| M. C. Choi| B| am| eng| Mathematics
07048| | 510| | CHU| Further Problems in Additional Mathematics| A| Goodman| C. C. Chu| B| am| eng| Mathematics
05971| | 510| | DAW| Understanding Pure & Applied Mathematics   II  for A. L.| A| Hutchinson| A. Dawson, R. Parsons| B| am| eng| Mathematics
05970| | 510| | DAW| Understanding Pure & Applied Mathematics   I  for A. L.| A| Hutchinson| A. Dawson, R. Parsons| B| am| eng| Mathematics
11277| | 510| | DOR| 100 Great Problems Of Elementary Mathematics| A| | Heinrich Dorrie| B| am| eng| 
11074| | 510| | ELL| How Not to Be Wrong| A| Penguin| Jordan Ellenberg| B| am| eng| Mathematics
10264| | 510| | ELW| How to Solve the Da Vinci Code and 34 Other Really Interesting Uses of Mathematics| A| Quercus| Richard Elwes| B| am| eng| Mathematics
08541| | 510| | EVE| Elementary Matrix Theory| A| Dover| Howard Eves| B| am| eng| Mathematics
E140090| | 510| | FLA| In code| A| Workman  | Sarah Flannery| E| am| eng| Mathematics
